ticker,symbol,company_name,entry_date,entry_price,qty,exit_date,exit_price,exit_reason,pnl,pnl_pct,holding_days,year
ONGC.NS,ONGC,Oil & Natural Gas Corporation Ltd.,2026-03-27,281.95001220703125,1229,2026-04-08,275.91186724175424,Stop Loss Hit,-7420.8801623254485,-2.141565775440826,12,2026
ASIANPAINT.NS,ASIANPAINT,Asian Paints Ltd.,2026-04-08,2262.76806640625,188,2026-04-15,2398.5341503906247,Target Hit (1:2 RR),25524.023789062452,5.9999999999999885,7,2026
TRENT.NS,TRENT,Trent Ltd.,2026-04-06,2551.96240234375,71,2026-04-21,2910.3995849609373,Target Hit (1:2 RR),25449.0399658203,14.045551074263269,15,2026
SUNPHARMA.NS,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,2026-04-27,1728.96875,256,2026-05-04,1832.7068750000003,Target Hit (1:2 RR),26556.96000000008,6.000000000000018,7,2026
DRREDDY.NS,DRREDDY,Dr. Reddy's Laboratories Ltd.,2026-04-23,1322.6124267578125,142,2026-05-05,1275.6194865610642,Stop Loss Hit,-6672.997507938266,-3.5530393670914275,12,2026
TITAN.NS,TITAN,Titan Company Ltd.,2026-05-08,4494.2529296875,101,2026-05-11,4359.425341796875,Stop Loss Hit,-13617.586376953142,-3.000000000000004,3,2026
M&M.NS,M&M,Mahindra & Mahindra Ltd.,2026-05-05,3177.43212890625,141,2026-05-12,3161.2989183152577,Stop Loss Hit,-2274.782693329921,-0.5077436727671598,7,2026
CIPLA.NS,CIPLA,Cipla Ltd.,2026-05-13,1315.2608642578125,338,2026-05-14,1394.1765161132812,Target Hit (1:2 RR),26673.490327148418,5.999999999999996,1,2026
ONGC.NS,ONGC,Oil & Natural Gas Corporation Ltd.,2026-05-12,294.5,1508,2026-05-22,292.48833088433514,Stop Loss Hit,-3033.5970264226066,-0.6830794959812763,10,2026
BHARTIARTL.NS,BHARTIARTL,Bharti Airtel Ltd.,2026-05-14,1860.09033203125,245,2026-05-26,1839.215284349295,Stop Loss Hit,-5114.386682078984,-1.1222598882689279,12,2026
TMPV.NS,TMPV,Tata Motors Passenger Vehicles Ltd.,2026-05-15,353.61663818359375,910,2026-05-26,374.8336364746094,Target Hit (1:2 RR),19307.46844482426,6.000000000000013,11,2026
EICHERMOT.NS,EICHERMOT,Eicher Motors Ltd.,2026-05-25,7337.166015625,46,2026-05-29,7066.392664738396,Stop Loss Hit,-12455.574140783785,-3.6904351122759596,4,2026
TCS.NS,TCS,Tata Consultancy Services Ltd.,2026-06-02,2433.556884765625,94,2026-06-03,2289.456896972656,Stop Loss Hit,-13545.39885253908,-5.921373307320374,1,2026
COALINDIA.NS,COALINDIA,Coal India Ltd.,2026-06-01,466.3696594238281,970,2026-06-08,459.61947935805784,Stop Loss Hit,-6547.674663797172,-1.4473883387074804,7,2026
TRENT.NS,TRENT,Trent Ltd.,2026-06-15,2901.10009765625,122,2026-06-18,3119.6287353515627,Target Hit (1:2 RR),26660.493798828145,7.532612813734289,3,2026
BEL.NS,BEL,Bharat Electronics Ltd.,2026-06-17,419.28082275390625,961,2026-06-24,417.2413171492582,Stop Loss Hit,-1959.9648860667958,-0.486429498790872,7,2026
BAJAJFINSV.NS,BAJAJFINSV,Bajaj Finserv Ltd.,2026-06-15,1748.707763671875,254,2026-07-01,1755.3208477577577,Stop Loss Hit,1679.7233578142177,0.3781697676000949,16,2026
CIPLA.NS,CIPLA,Cipla Ltd.,2026-06-22,1415.699951171875,267,2026-07-09,1428.1126828682227,Stop Loss Hit,3314.1993629248336,0.8767911368558567,17,2026
MARUTI.NS,MARUTI,Maruti Suzuki India Ltd.,2026-06-25,13608.3310546875,29,2026-07-09,13720.077236918449,Stop Loss Hit,3240.639284697514,0.8211600804086618,14,2026
HCLTECH.NS,HCLTECH,HCL Technologies Ltd.,2026-07-03,1127.4891357421875,400,2026-07-09,1114.8034554473354,Stop Loss Hit,-5074.272117940836,-1.125126610333282,6,2026
JIOFIN.NS,JIOFIN,Jio Financial Services Ltd.,2026-07-10,241.39468383789062,1885,2026-07-14,238.0795373846916,Stop Loss Hit,-6249.051064280153,-1.373330348660585,4,2026
JIOFIN.NS,JIOFIN,Jio Financial Services Ltd.,2026-07-17,242.41229248046875,1892,2026-07-21,237.93355492371035,Stop Loss Hit,-8473.7714573869,-1.8475703154035628,4,2026
TCS.NS,TCS,Tata Consultancy Services Ltd.,2026-07-13,2169.604248046875,170,2026-07-28,2329.6369262695316,Target Hit (1:2 RR),27205.555297851624,7.376123012605709,15,2026
ITC.NS,ITC,ITC Ltd.,2026-08-03,287.0,1619,2026-08-06,284.62038936909016,Stop Loss Hit,-3852.589611443027,-0.8291326240103964,3,2026
JIOFIN.NS,JIOFIN,Jio Financial Services Ltd.,2026-07-29,248.8970947265625,1226,2026-08-12,249.3931517039088,Stop Loss Hit,608.1658542265803,0.19930203600459057,14,2026
APOLLOHOSP.NS,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,2026-08-14,8920.5,51,2026-08-18,8824.855262699015,Stop Loss Hit,-4877.881602350239,-1.0721903178183405,4,2026
WIPRO.NS,WIPRO,Wipro Ltd.,2026-08-31,184.5,2475,2026-09-01,178.965,Stop Loss Hit,-13699.12499999999,-2.9999999999999982,1,2026
